date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:46	46420/46420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22a16b28f5675d965d377cf4e3997b024d%22	https://mouawadlaurier.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FXUJaSKYqRsA%3Ffeature%3Doembed&amp;display_name=YouTube&amp;url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DXUJaSKYqRsA&amp;image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FXUJaSKYqRsA%2Fhqdefault.jpg&amp;type=text%2Fhtml&amp;schema=youtube&amp;wmode=opaque%22	./mouawadlaurier.com/_/cdn.embedly.com/widgets/media.13c8ce.delayed	(from https://mouawadlaurier.com/ephemere)
12:24:47	46420/46420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22a16b28f5675d965d377cf4e3997b024d%22	https://mouawadlaurier.com/%22//cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FL9OAVp7VqyQ%3Ffeature%3Doembed&amp;display_name=YouTube&amp;url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DL9OAVp7VqyQ&amp;image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FL9OAVp7VqyQ%2Fhqdefault.jpg&amp;key=61d05c9d54e8455ea7a9677c366be814&amp;type=text%2Fhtml&amp;schema=youtube&amp;wmode=opaque%22	./mouawadlaurier.com/_/cdn.embedly.com/widgets/media.145153.delayed	(from https://mouawadlaurier.com/ephemere)
12:24:48	46420/46420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22a16b28f5675d965d377cf4e3997b024d%22	https://mouawadlaurier.com/%22https://player.vimeo.com/video/1119951523?app_id=122963&amp;wmode=opaque%22	./mouawadlaurier.com/_https_/player.vimeo.com/video/1119951523.15180e.delayed	(from https://mouawadlaurier.com/rising)
12:24:49	46420/46420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22a16b28f5675d965d377cf4e3997b024d%22	https://mouawadlaurier.com/%22https://player.vimeo.com/video/1145290233?app_id=122963&amp;wmode=opaque%22	./mouawadlaurier.com/_https_/player.vimeo.com/video/1145290233.16180e.delayed	(from https://mouawadlaurier.com/rising)
12:24:50	46420/46420	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22a16b28f5675d965d377cf4e3997b024d%22	https://mouawadlaurier.com/%22https://player.vimeo.com/video/984191444?h=d4d10b60b4&amp;app_id=122963&amp;wmode=opaque%22	./mouawadlaurier.com/_https_/player.vimeo.com/video/984191444.17affa.delayed	(from https://mouawadlaurier.com/rising)
12:24:52	329683/329683	---M--	200	added ('OK')	image/jpeg	etag:CMSQ+cb2jPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925254562-Y6SKQE33H9MQ4WOEBTZ9/0700091170.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925254562-Y6SKQE33H9MQ4WOEBTZ9/0700091170.jpg	(from https://mouawadlaurier.com/about)
12:24:53	207648/207648	---M--	200	added ('OK')	image/jpeg	etag:COzn6eX2jPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925320045-6EX88CQ7JFA7YCMSZWJE/_DSC2068-copy.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925320045-6EX88CQ7JFA7YCMSZWJE/_DSC2068-copy.jpg	(from https://mouawadlaurier.com/about)
12:24:54	414649/414649	---M--	200	added ('OK')	image/jpeg	etag:COmduJT3jPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925417604-MWW58LWV739ZNMJE2XMX/light.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618925417604-MWW58LWV739ZNMJE2XMX/light.jpg	(from https://mouawadlaurier.com/about)
12:24:54	20695/20695	---M--	200	added ('OK')	image/png	etag:CMaMrdHlkpEDEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/50433f17-5dda-41b3-bbe3-c2f2820f0a33/icec_gencat_bn.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/50433f17-5dda-41b3-bbe3-c2f2820f0a33/icec_gencat_bn.png	(from https://mouawadlaurier.com/about)
12:24:55	21218/21218	---M--	200	added ('OK')	image/jpeg	etag:COi/5aDwmZEDEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/a1589c2c-0813-4452-b495-d16239c85600/logoCatalanArt.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/a1589c2c-0813-4452-b495-d16239c85600/logoCatalanArt.jpg	(from https://mouawadlaurier.com/about)
12:24:58	1032085/1032085	---M--	200	added ('OK')	image/png	etag:CMqkiP687IYDEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/895bf876-86c1-45d2-9700-89a0d90dd2ff/press	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/895bf876-86c1-45d2-9700-89a0d90dd2ff/press.png	(from https://mouawadlaurier.com/press)
12:24:58	243505/243505	---M--	200	added ('OK')	image/png	etag:CIqY+KHXjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916856437-N822ISJ7L9P1IX5TLSMU/Screenshot+2020-12-11+at+13.35.09.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916856437-N822ISJ7L9P1IX5TLSMU/Screenshot+2020-12-11+at+13.35.09.png	(from https://mouawadlaurier.com/press)
12:24:59	251143/251143	---M--	200	added ('OK')	image/png	etag:CJbfqaHXjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916855292-7QOTB35YZ2DJGWICEQKD/Screenshot+2020-12-11+at+13.26.01.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916855292-7QOTB35YZ2DJGWICEQKD/Screenshot+2020-12-11+at+13.26.01.png	(from https://mouawadlaurier.com/press)
12:25:00	446817/446817	---M--	200	added ('OK')	image/png	etag:CP7W6aHXjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916855520-4D3BSSO48N6C8XJIVNRK/Screenshot+2020-12-11+at+13.26.20.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916855520-4D3BSSO48N6C8XJIVNRK/Screenshot+2020-12-11+at+13.26.20.png	(from https://mouawadlaurier.com/press)
12:25:01	378723/378723	---M--	200	added ('OK')	image/png	etag:CIWwxKLXjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916857521-02OOCLWS4QR04N00MZIB/Screenshot+2020-12-11+at+13.35.45.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916857521-02OOCLWS4QR04N00MZIB/Screenshot+2020-12-11+at+13.35.45.png	(from https://mouawadlaurier.com/press)
12:25:02	358225/358225	---M--	200	added ('OK')	image/jpeg	etag:CMDvgfLejPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918903016-07MCYSYCWQUNLY9B456X/Numero.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918903016-07MCYSYCWQUNLY9B456X/Numero.jpg	(from https://mouawadlaurier.com/press)
12:25:03	407430/407430	---M--	200	added ('OK')	image/png	etag:CJ244qLXjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916857976-5V30OCT52RZCRCP6GS8N/Screenshot+2020-12-11+at+13.36.34.png	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916857976-5V30OCT52RZCRCP6GS8N/Screenshot+2020-12-11+at+13.36.34.png	(from https://mouawadlaurier.com/press)
12:25:04	271319/271319	---M--	200	added ('OK')	image/jpeg	etag:CJCrloXcjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918137535-YW3QS94HXYSJH1EQLBGJ/IMG_7015.JPG	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918137535-YW3QS94HXYSJH1EQLBGJ/IMG_7015.jpg	(from https://mouawadlaurier.com/press)
12:25:05	208751/208751	---M--	200	added ('OK')	image/jpeg	etag:CNiU4/HejPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918902430-H6NVNLVRKJ986PPOWSDM/Fisheye.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918902430-H6NVNLVRKJ986PPOWSDM/Fisheye.jpg	(from https://mouawadlaurier.com/press)
12:25:06	202434/202434	---M--	200	added ('OK')	image/jpeg	etag:CPi8pPHejPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918901625-RXOXFVXWM3OL9U8AVC7H/Figaro.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918901625-RXOXFVXWM3OL9U8AVC7H/Figaro.jpg	(from https://mouawadlaurier.com/press)
12:25:07	216761/216761	---M--	200	added ('OK')	image/jpeg	etag:CN6ai/LejPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918903365-8Y4LQULIVP4UMIOMH4IW/TheDsh.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918903365-8Y4LQULIVP4UMIOMH4IW/TheDsh.jpg	(from https://mouawadlaurier.com/press)
12:25:08	225990/225990	---M--	200	added ('OK')	image/jpeg	etag:CPX5pfHejPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918901735-KFRPVY3KWC0Y26S1MQG9/EnMagnum.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618918901735-KFRPVY3KWC0Y26S1MQG9/EnMagnum.jpg	(from https://mouawadlaurier.com/press)
12:25:09	610909/610909	---M--	200	added ('OK')	image/jpeg	etag:CKCi6sfWjPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916665252-DBZ03M7KZK4MQSRQQ9D6/mouawadlaurier.jpg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618916665252-DBZ03M7KZK4MQSRQQ9D6/mouawadlaurier.jpg	(from https://mouawadlaurier.com/contact)
12:25:10	424640/424640	---M--	200	added ('OK')	image/jpeg	etag:CIPdjKz7jPACEAE=	https://images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618926540938-DJQ18YGI12DBNDZO4WL5/IMG_8717+copy.jpeg	./images.squarespace-cdn.com/content/v1/59c415bc8419c2f349b25253/1618926540938-DJQ18YGI12DBNDZO4WL5/IMG_8717+copy.jpg	(from https://mouawadlaurier.com/contact)
